Bomo_Chr23	722927	723273
Bomo_Chr23	1661127	1661434
Bomo_Chr23	1908650	1908749
Bomo_Chr23	2022088	2022211
Bomo_Chr23	2326146	2326345
Bomo_Chr23	2685580	2685838
Bomo_Chr23	2987434	2987960
Bomo_Chr23	3491491	3491633
Bomo_Chr23	3732945	3733146
Bomo_Chr23	4040136	4040380
Bomo_Chr23	4180000	4180363
Bomo_Chr23	4683457	4683611
Bomo_Chr23	4686222	4686431
Bomo_Chr23	4687781	4688117
Bomo_Chr23	4688439	4688812
Bomo_Chr23	4783419	4783776
Bomo_Chr23	4802169	4802281
Bomo_Chr23	5051853	5051992
Bomo_Chr23	5133276	5133426
Bomo_Chr23	5438911	5439170
Bomo_Chr23	5501971	5502122
Bomo_Chr23	5623535	5623719
Bomo_Chr23	5679056	5679370
Bomo_Chr23	6297803	6298035
Bomo_Chr23	6437726	6438070
Bomo_Chr23	6587310	6587476
Bomo_Chr23	6795213	6795443
Bomo_Chr23	6812957	6813194
Bomo_Chr23	6850668	6850829
Bomo_Chr23	6965893	6966153
Bomo_Chr23	7047063	7047319
Bomo_Chr23	7101064	7101461
Bomo_Chr23	7405478	7405576
Bomo_Chr23	7608250	7608366
Bomo_Chr23	7821056	7821335
Bomo_Chr23	7885397	7885548
Bomo_Chr23	7901045	7901220
Bomo_Chr23	8082368	8082527
Bomo_Chr23	8598838	8598957
Bomo_Chr23	8792310	8792455
Bomo_Chr23	10001284	10001418
Bomo_Chr23	10017528	10017861
Bomo_Chr23	10019794	10019936
Bomo_Chr23	10206466	10206756
Bomo_Chr23	10549047	10549197
Bomo_Chr23	10863089	10863350
Bomo_Chr23	11163803	11164023
Bomo_Chr23	11499744	11499896
Bomo_Chr23	12191850	12192032
Bomo_Chr23	12929451	12929681
Bomo_Chr23	12945522	12945659
Bomo_Chr23	12946542	12946871
Bomo_Chr23	12948308	12948436
Bomo_Chr23	13106489	13106596
Bomo_Chr23	13476523	13476732
Bomo_Chr23	13498299	13498666
Bomo_Chr23	13529132	13529424
Bomo_Chr23	13597940	13598138
Bomo_Chr23	13651785	13651966
Bomo_Chr23	14012892	14013052
Bomo_Chr23	15440377	15440619
Bomo_Chr23	15455942	15456121
Bomo_Chr23	15456463	15456557
Bomo_Chr23	15457553	15457855
Bomo_Chr23	15466195	15466488
Bomo_Chr23	15472426	15472569
Bomo_Chr23	15475074	15475254
Bomo_Chr23	15481945	15482108
Bomo_Chr23	15773511	15773688
Bomo_Chr23	16703313	16703438
Bomo_Chr23	16902020	16902157
Bomo_Chr23	16904476	16904695
Bomo_Chr23	16932172	16932430
Bomo_Chr23	16984623	16984830
Bomo_Chr23	17252526	17252662
Bomo_Chr23	17290703	17290871
Bomo_Chr23	17492807	17493023
Bomo_Chr23	18016944	18017070
Bomo_Chr23	18089606	18089758
Bomo_Chr23	18157079	18157353
Bomo_Chr23	18450041	18450268
Bomo_Chr23	19632104	19632310
Bomo_Chr23	20069511	20069624
Bomo_Chr23	21238085	21238352
