Bomo_Chr23	6700382	6700988
Bomo_Chr23	21253448	21253734
Bomo_Chr23	15833390	15833778
Bomo_Chr23	1756877	1757813
Bomo_Chr23	14958139	14958295
Bomo_Chr23	14801427	14801689
Bomo_Chr23	368329	368671
Bomo_Chr23	244043	244309
Bomo_Chr23	12074877	12075184
Bomo_Chr23	16002542	16003001
Bomo_Chr23	2731615	2732007
Bomo_Chr23	164107	164584
Bomo_Chr23	21422851	21423002
Bomo_Chr23	10019157	10019385
Bomo_Chr23	20533244	20533556
Bomo_Chr23	2639814	2640042
Bomo_Chr23	5899378	5899570
Bomo_Chr23	12092011	12092163
Bomo_Chr23	1400884	1401931
Bomo_Chr23	17775229	17775635
Bomo_Chr23	15782316	15782678
Bomo_Chr23	21084082	21084339
Bomo_Chr23	6452388	6452518
Bomo_Chr23	16027572	16027702
Bomo_Chr23	6911232	6911426
Bomo_Chr23	7871123	7871280
Bomo_Chr23	21371730	21372137
Bomo_Chr23	21372531	21372733
Bomo_Chr23	21064781	21065113
Bomo_Chr23	8728223	8728622
Bomo_Chr23	10241908	10242365
Bomo_Chr23	1142835	1142961
Bomo_Chr23	21168892	21169109
Bomo_Chr23	6705721	6706040
Bomo_Chr23	7094858	7094967
Bomo_Chr23	12066950	12067191
Bomo_Chr23	18205567	18205829
Bomo_Chr23	11386186	11386358
Bomo_Chr23	4981754	4981924
Bomo_Chr23	18786882	18787126
Bomo_Chr23	21456629	21456870
Bomo_Chr23	5256954	5257132
Bomo_Chr23	3055282	3055480
Bomo_Chr23	11431644	11431808
Bomo_Chr23	17245171	17245508
Bomo_Chr23	21281764	21281974
Bomo_Chr23	12417384	12417497
Bomo_Chr23	8729409	8729507
Bomo_Chr23	3398392	3398779
Bomo_Chr23	10452841	10453205
Bomo_Chr23	10459792	10460006
Bomo_Chr23	9121662	9121840
Bomo_Chr23	8101845	8102107
Bomo_Chr23	21455298	21455473
Bomo_Chr23	17565247	17565388
Bomo_Chr23	8060844	8061038
Bomo_Chr23	7294643	7294746
Bomo_Chr23	11357975	11358172
Bomo_Chr23	9420186	9420570
Bomo_Chr23	9446174	9446296
Bomo_Chr23	20794560	20794866
Bomo_Chr23	10778049	10778163
Bomo_Chr23	1151860	1151976
Bomo_Chr23	21185947	21186069
Bomo_Chr23	3154998	3155182
Bomo_Chr23	11341860	11342037
Bomo_Chr23	12874351	12874498
Bomo_Chr23	18554518	18554653
Bomo_Chr23	17515256	17515615
Bomo_Chr23	20952406	20952617
Bomo_Chr23	19777349	19777539
Bomo_Chr23	9097380	9097607
Bomo_Chr23	11230272	11230402
Bomo_Chr23	19232717	19232856
Bomo_Chr23	21078553	21078721
Bomo_Chr23	15385768	15385949
Bomo_Chr23	6070666	6070837
