chrX	19495751	19496760	0.0806	72.6615270204296
chrX	1605849	1606570	0.0689	77.1870441369032
chrX	13130975	13131671	0.0774	73.8304524681008
chr3R	18243649	18244049	0.0942	68.1625825987333
chr2L	72102	73660	0.0564	82.9632205430131
chrX	17532310	17532659	0.0738	75.2047074697811
chrX	20813805	20814404	0.0761	74.3191947209181
chrX	16104257	16105147	0.0798	72.9493488665421
chrX	13089860	13090515	0.0857	70.891219708739
chr3R	24514590	24515208	0.0862	70.723366409207
chrX	6803529	6803748	0.0887	69.8984417049677
chr3R	18796781	18797398	0.0913	69.0648265913046
chr3R	29094446	29094994	0.0923	68.7505108380735
chrX	1411080	1412063	0.0941	68.1932293364183
chr3L	4188851	4190022	0.0943	68.1319683774871
chr2R	12880166	12880405	0.0944	68.1013866037522
chr4	1053190	1054016	0.0512	85.754247590989
chr3R	29039342	29039592	0.0539	84.2714183359389
chr3L	21171819	21172323	0.061	80.700938941984
chr3R	8669440	8669768	0.0785	73.4232707154092
chr3R	14737957	14738428	0.0872	70.3905610954505
chr3L	17015939	17016125	0.099	66.7285532916495
chrX	7728695	7729375	0.0999	66.4674302351406
chr2L	3717996	3719251	0.0166	118.25345896405
chr2R	19668888	19669920	0.0213	111.060055186472
chr2R	6783365	6784297	0.0381	94.2813038411225
chr3R	19671665	19672060	0.0423	91.26397052859
chr3R	11481161	11481798	0.0427	90.9924023985792
chr3L	14754899	14755770	0.0441	90.0615506798386
chr2L	6794502	6794914	0.0505	86.1514560382059
chrX	12837734	12838233	0.0534	84.5403289572379
chr2L	935388	936019	0.0584	81.9577564133886
chrX	20448659	20448873	0.0597	81.3225051656929
chr2L	11580999	11581405	0.0606	80.89076792153
chrX	18185847	18186337	0.0654	78.6913110810273
chr2R	24942022	24942508	0.0664	78.2534589640505
chr3L	22851286	22852086	0.0673	77.8649936987827
chr2L	20906603	20906944	0.0696	76.8953776740144
chr3L	15456450	15457111	0.0715	76.118258957674
chr2R	22060696	22061104	0.0772	73.9051068456274
chr3L	4967779	4968754	0.0795	73.0580265875546
chr2R	10219569	10219936	0.082	72.1646456008801
chrX	6696237	6696571	0.0834	71.6761761220957
chr3R	17303659	17304174	0.0869	70.490000254701
chr3L	7216861	7217433	0.0915	69.0016889275609
chr3L	696455	696782	0.0937	68.3161428378053
chr2R	15104737	15105786	0.0943	68.1319683774871
chr3R	11388422	11390035	0.0109	130.39056109545
chr2R	13494345	13495001	0.0239	107.736911431374
chr3R	13683808	13683976	0.0295	101.662824706005
chr3R	19714068	19714982	0.0308	100.418516777091
chr3R	30014453	30015503	0.0323	99.0464404971105
chr3R	22752738	22753157	0.0329	98.5153721162842
