chr2L	165510	165843	2.76e-31	2030.3020534901	chr2L	159032	203397	FBgn0016977
chr2L	168357	168913	7.57e-80	5256.67908581556	chr2L	159032	203397	FBgn0016977
chr2L	180253	180499	1.66e-15	981.954763634765	chr2L	159032	203397	FBgn0016977
chr2L	195740	195987	6.36e-07	411.689397974038	chr2L	159032	203397	FBgn0016977
chr2L	283052	283380	0.00029	235.033189586185	chr2L	281670	283269	FBgn0031244
chr2L	286244	286445	3.01e-07	433.274663544531	chr2L	286383	288292	FBgn0267996
chr2L	403662	404143	0.00121	193.815544743244	chr2L	404285	407969	FBgn0003278
chr2L	574000	574315	6.37e-06	345.205503936852	chr2L	574291	575734	FBgn0031268
chr2L	888286	888570	0.0109	130.39056109545	chr2L	877172	885141	FBgn0031292
chr2L	1528727	1528884	4.72e-07	420.294196092488	chr2L	1522697	1524257	FBgn0026397
chr2L	1529248	1529785	7.69e-10	605.525947013731	chr2L	1522697	1524257	FBgn0026397
chr2L	1531086	1531257	8.64e-29	1864.4976687869	chr2L	1522697	1524257	FBgn0026397
chr2L	1948040	1948427	1.72e-08	515.860323883431	chr2L	1945815	1946728	FBgn0053673
chr2L	1949070	1949570	4.5e-24	1551.12698551709	chr2L	1950239	1970362	FBgn0031375
chr2L	1953185	1953604	3.3e-39	2556.65459352272	chr2L	1950239	1970362	FBgn0031375
chr2L	1959194	1959507	1.86e-53	3503.33772815394	chr2L	1950239	1970362	FBgn0031375
chr2L	1959700	1960614	6.92e-91	5990.09369193776	chr2L	1950239	1970362	FBgn0031375
chr2L	1961994	1962340	2.91e-46	3025.3534642337	chr2L	1950239	1970362	FBgn0031375
chr2L	1962899	1963014	5.52e-13	814.407939330645	chr2L	1950239	1970362	FBgn0031375
chr2L	1964569	1964670	3.54e-42	2753.94461249922	chr2L	1950239	1970362	FBgn0031375
chr2L	1964846	1965011	7.15e-35	2268.59080158333	chr2L	1950239	1970362	FBgn0031375
chr2L	1965394	1965501	5.55e-09	548.49730165047	chr2L	1950239	1970362	FBgn0031375
chr2L	1967027	1967115	1.8e-06	381.671433255384	chr2L	1950239	1970362	FBgn0031375
chr2L	1967286	1967757	8.31e-49	3194.3925634497	chr2L	1950239	1970362	FBgn0031375
chr2L	1968381	1968892	3.5e-61	4016.60517732143	chr2L	1950239	1970362	FBgn0031375
chr2L	1969114	1969275	8.03e-06	338.523371631632	chr2L	1950239	1970362	FBgn0031375
chr2L	2236335	2236465	0.0917	68.9386891190879	chr2L	2231106	2236844	FBgn0262126
chr2L	2310095	2310436	2.68e-10	635.940958963811	chr2L	2308761	2357356	FBgn0031413
chr2L	2319781	2320172	0.0172	117.228952496947	chr2L	2308761	2357356	FBgn0031413
chr2L	2321584	2321902	0.00115	195.283008469849	chr2L	2308761	2357356	FBgn0031413
chr2L	2324504	2324889	9.98e-09	531.566260768475	chr2L	2308761	2357356	FBgn0031413
chr2L	2327258	2327704	1.25e-20	1322.3326760572	chr2L	2308761	2357356	FBgn0031413
chr2L	2328057	2328396	6.3e-32	2072.92694415566	chr2L	2308761	2357356	FBgn0031413
chr2L	2331674	2331921	8.05e-05	272.013033824191	chr2L	2308761	2357356	FBgn0031413
chr2L	2333989	2334238	0.0162	118.957247533296	chr2L	2308761	2357356	FBgn0031413
chr2L	2334716	2335284	7.07e-06	342.19716708579	chr2L	2308761	2357356	FBgn0031413
chr2L	2338931	2339380	0.0484	87.3769828454971	chr2L	2308761	2357356	FBgn0031413
chr2L	2349910	2350175	9.31e-23	1463.71130029251	chr2L	2308761	2357356	FBgn0031413
chr2L	2676283	2676854	6.09e-54	3535.55349791572	chr2L	2677734	2719431	FBgn0051690
chr2L	2678861	2678981	0.00497	153.05076865749	chr2L	2677734	2719431	FBgn0051690
chr2L	2681497	2681818	7.08e-36	2335.31324111274	chr2L	2677734	2719431	FBgn0051690
chr2L	2685670	2685772	7.39e-14	872.428379281033	chr2L	2677734	2719431	FBgn0051690
chr2L	2687759	2688138	5.36e-10	615.940958963811	chr2L	2677734	2719431	FBgn0051690
chr2L	2690044	2690513	5.83e-16	1012.14707269544	chr2L	2677734	2719431	FBgn0051690
chr2L	2697033	2697670	0.00358	162.516493943451	chr2L	2677734	2719431	FBgn0051690
chr2L	2697905	2698758	3.87e-25	1621.91737611629	chr2L	2677734	2719431	FBgn0051690
chr2L	2703542	2704376	1.98e-46	3036.46383869028	chr2L	2677734	2719431	FBgn0051690
chr2L	2706629	2707098	7.7e-37	2399.3296213005	chr2L	2677734	2719431	FBgn0051690
chr2L	2707353	2707828	5.82e-05	281.372426426065	chr2L	2677734	2719431	FBgn0051690
chr2L	2709431	2709617	0.00181	182.195891747072	chr2L	2677734	2719431	FBgn0051690
chr2L	2715950	2716710	7.79e-12	738.030276207228	chr2L	2677734	2719431	FBgn0051690
chr2L	2720015	2720426	1.04e-17	1128.32388169438	chr2L	2677734	2719431	FBgn0051690
chr2L	2731152	2731285	0.00114	195.535009205441	chr2L	2725674	2739830	FBgn0031449
chr2L	2757979	2758282	5.67e-63	4135.56242485473	chr2L	2757940	2758176	FBgn0265997
chr2L	2765583	2765740	0.0031	166.670321383251	chr2L	2763416	2765665	FBgn0031457
chr2L	3457265	3457431	0.0267	104.540328957238	chr2L	3457302	3460367	FBgn0266670
chr2L	3465401	3465730	0.00834	138.114738019843	chr2L	3462218	3466112	FBgn0005616
chr2L	3738686	3738903	2.65e-05	304.072962295219	chr2L	3730466	3754617	FBgn0031568
