chrX	19201056	19201954	0.0924	68.7192667626678
chr2R	9958043	9958645	0.0797	72.9855293111795
chr3L	10326412	10326920	0.0809	72.5543297423894
chr2R	15363147	15364204	0.0847	71.229884404345
chrX	18612953	18613597	0.0864	70.6564975477196
chr2L	8860202	8861681	0.0898	69.542814896166
chrX	3379313	3379982	0.0909	69.1915179071068
chr3L	21060150	21060548	0.094	68.223908659689
chr2R	11527851	11528571	0.0239	107.736911431374
chrX	13131043	13131624	0.0476	87.8578923248301
chr2L	20084580	20085496	0.0537	84.3786820312807
chr3R	4910966	4911463	0.0538	84.3250003398565
chrX	5503828	5504540	0.0565	82.912106444938
chr3L	22835136	22836070	0.0638	79.4059953156916
chr3L	4363906	4364210	0.0697	76.8539506736205
chr2R	6171415	6171839	0.0728	75.5983547870151
chr2R	22860095	22860648	0.0739	75.165636508066
chr3L	17619218	17619537	0.0768	74.0549975765659
chr2R	12961132	12961499	0.077	73.9799548793437
chr2L	18947273	18948103	0.0772	73.9051068456274
chr3L	10810834	10811548	0.0778	73.6817206912652
chr3R	24333267	24333546	0.0812	72.4475292472855
chr2L	19024736	19025526	0.0817	72.2704022280753
chrX	1549049	1549858	0.0825	71.9892414083254
chr2L	16532708	16533161	0.0825	71.9892414083254
chrX	21450131	21450726	0.0832	71.7454532281672
chr3R	9189720	9190361	0.085	71.1278669704877
chr2R	19906168	19906959	0.0853	71.0262089646232
chrX	4075372	4076067	0.088	70.1270533204958
chrX	10731220	10731897	0.088	70.1270533204958
chr2R	8724435	8724753	0.0883	70.0288550380197
chr3L	15924702	15925139	0.0898	69.542814896166
chrX	4107003	4108034	0.0899	69.5107014807
chr3L	906615	907172	0.0918	68.9072407227128
chr3R	4768722	4769199	0.0923	68.7505108380735
chr3R	24984055	24984539	0.0932	68.4705246979034
chrX	14044135	14044677	0.0932	68.4705246979034
chrX	15911802	15912238	0.094	68.223908659689
chr3R	15378971	15379506	0.095	67.9185735266228
chr2L	1082719	1083029	0.0956	67.736911431374
chrX	11039627	11040298	0.0982	66.9626633046951
chr3R	7108314	7108912	0.0989	66.7577133758068
chr2R	11757625	11757958	0.0992	66.6703213832515
chrX	2259785	2260190	0.037	95.1266183806628
chr3L	18063258	18063722	0.0376	94.6624705574362
chr2R	13344656	13345149	0.0416	91.7454532281671
chr3R	23156721	23157665	0.0421	91.4007191296611
chr3L	19818637	19819144	0.0422	91.3322638168453
chr3L	10540591	10541247	0.0427	90.9924023985792
chr2R	16607525	16608120	0.0429	90.8575708409981
chrX	5268725	5269915	0.0449	89.542814896166
chr3R	29778525	29779001	0.0468	88.3469531993209
chr3L	17590355	17591163	0.0509	85.9238106694751
chrX	3175868	3176592	0.0511	85.8106579722366
chr2L	19519530	19519963	0.0541	84.1645519144527
chrX	3482108	3482562	0.0552	83.5837584554256
chr2L	1617325	1618233	0.0566	82.8610827343513
chr3L	153616	154464	0.0573	82.5064210158509
chrX	19248528	19249359	0.0577	82.3056974180793
chr2L	20001701	20002149	0.0579	82.2058568312043
chr2R	20709147	20709752	0.0617	80.3717140080006
chr3R	26846014	26846613	0.0629	79.8159234534032
chr2L	1335996	1336682	0.0632	79.6786326274469
chr3R	19790845	19791129	0.0632	79.6786326274469
chr2R	24949040	24949486	0.0635	79.5419919577984
chr2R	15115855	15116546	0.0693	77.0200167482447
chr3L	19091372	19092154	0.0696	76.8953776740144
chr2L	16485638	16486596	0.0697	76.8539506736205
chrX	10730044	10730246	0.0701	76.6888349107765
chr3R	21064240	21064619	0.0704	76.565615218243
chr2L	4458241	4458454	0.071	76.3207433031481
chrX	2124302	2124676	0.0715	76.118258957674
chr2R	24390195	24390931	0.0726	75.677732831074
chrX	10265625	10266173	0.0748	74.8163583932363
chrX	8061417	8061724	0.0755	74.5475909067402
chr2R	24524511	24524829	0.0772	73.9051068456274
chr3R	31882826	31883323	0.0777	73.7188318228348
chr2L	8543851	8544312	0.0784	73.4600507086848
chr2R	12475667	12476325	0.0797	72.9855293111795
chrX	4234471	4235046	0.0797	72.9855293111795
chr2L	19917908	19918200	0.0807	72.6257503254334
chr3R	29691097	29691407	0.0809	72.5543297423894
chr3L	27083816	27084069	0.0838	71.538118917002
chr3R	28471223	28471900	0.084	71.4693372376665
chr2L	3538983	3539219	0.0841	71.4350077858861
chr3R	4713627	4714338	0.0843	71.3664711721473
chr3R	4213864	4214515	0.0845	71.2980969675981
chrX	4224567	4225152	0.0849	71.1618327199282
chr3R	4308812	4309581	0.0861	70.7568590430521
chr2L	14150122	14151418	0.0863	70.6899126074099
chr3L	14053079	14053572	0.0864	70.6564975477196
chrX	2158945	2159195	0.0865	70.6231211405073
chr2R	19991528	19992242	0.0885	69.9635746915818
chr3L	4976048	4976850	0.0886	69.9309898198886
chrX	4686057	4686504	0.0887	69.8984417049677
chr3L	20293020	20293423	0.0888	69.8659302639869
chr3R	20908698	20908992	0.0889	69.8334554143936
chrX	9118644	9119363	0.0889	69.8334554143936
chr3R	10541995	10542444	0.0896	69.6071491498369
chr3R	4279984	4280541	0.0902	69.4145751258814
chr2L	12038186	12038610	0.0914	69.0332404898276
chr2L	1732281	1732590	0.0937	68.3161428378053
chr2L	5325256	5325999	0.0942	68.1625825987333
chr2R	7466639	7466898	0.0946	68.0403201242011
chr3R	11062063	11062520	0.0957	67.7067453012685
chr2R	6918248	6919090	0.0963	67.5264078341198
chrX	4211136	4211702	0.0983	66.9332954641774
chrX	19734976	19736354	0.0301	101.081854055795
