chrX	1973242	1974017	0	Inf
chrX	1966260	1966401	1.71e-172	11411.9527199103
chr3L	21259418	21260084	5.46e-144	9518.1748942527
chr3L	11660743	11661181	3.39e-172	11392.2069409453
chrX	1966708	1966832	3.3e-142	9399.82646899069
chr3L	5385542	5385919	2.07e-140	9280.40605033012
chr3L	8007113	8007524	2.28e-165	10938.5820366405
chrX	16090671	16091004	5.84e-194	12838.1616407809
chr2R	9543692	9544458	5.24e-294	19485.1458617024
chr2R	10216826	10217612	0	Inf
chrX	11730400	11730866	5.36e-130	8588.56838669348
chr3R	6429624	6429824	4.95e-108	7129.21611445286
chr2R	21427957	21428261	1.09e-99	6574.93106517693
chrX	1970571	1970831	2.61e-129	8542.89348867349
chrX	6934538	6935391	6.63e-142	9379.69561207335
chr2R	10332730	10333070	2.45e-129	8544.71884982484
chr3L	3428101	3428641	3.58e-272	18034.4896444375
chr2R	10225986	10226467	6.29e-215	14231.2296076736
chr2L	4750047	4750481	2.03e-209	13865.229842081
chr3L	17976300	17976869	5.33e-290	19218.900239687
chrX	14667286	14667992	2.39e-163	10804.3453769687
chr3R	11605591	11606388	3.84000171588963e-318	21088.6405443714
chr2L	9207385	9208286	3.12e-263	17440.5108585258
chr3L	20275974	20276790	8.63e-164	10833.7369400425
chr3L	20876127	20876557	5.78e-185	12240.5125612287
chr3L	2613801	2614307	8.24e-242	16017.2790925067
chr3L	10032054	10032415	2.74e-198	13125.7517378902
chrX	11652695	11653723	6.34e-189	12503.5985418669
chr3L	10504921	10505288	3.22e-184	12190.9541754187
chrX	2286948	2287269	5.44e-109	7192.93111382494
chrX	8353379	8353993	1.21e-165	10956.8625721783
chrX	12563551	12564103	5.65e-105	6926.08398191291
chr3L	7744424	7744642	2.39e-76	5024.19049186467
chr3L	4610075	4610578	7.09e-157	10374.338505397
chr3L	9119422	9119659	3.63e-103	6805.97248450355
chr2L	17818490	17819292	1.8e-111	7357.72043251884
chrX	1968629	1969732	0	Inf
chr3L	17981422	17981814	7.36e-197	13030.8025785306
chrX	18235047	18235522	3.77e-156	10326.1243655787
chr3R	25798933	25799614	2.56e-90	5952.34769459275
chr2R	12729694	12730139	2.35e-105	6951.39578412766
chrX	18180049	18180462	4.46e-63	4142.48852535516
chr3L	1980930	1981517	5.27e-182	12043.8622061527
chr2R	10333224	10333480	1.94e-87	5761.03375205576
chr3L	3503444	3503944	1.25e-177	11753.1868940035
chr2L	10672817	10673120	8.07e-102	6716.48194010016
chr3R	5696199	5696792	8.24e-242	16017.2790925067
chr2L	8286257	8286835	2.4e-168	11136.4177107049
chrX	12879689	12880343	4.09e-158	10456.6507629807
chrX	6170905	6171482	5.37e-146	9651.53159530688
chr2L	9318909	9319304	4.25e-118	7798.00104710917
chr3R	24666979	24667439	2.86e-83	5484.08033457295
chr2L	14052170	14052401	2.01e-70	4630.55542281422
chr3R	23784234	23784593	4.44e-160	10587.1587101081
chrX	16821489	16822195	3.49e-149	9863.28118203564
chr3L	21233276	21233784	5.13e-142	9387.09661296346
chr3L	21220774	21221304	2.49e-146	9673.70712222523
chr3L	11655089	11655835	7.34e-225	14891.1608257318
chr3L	17986380	17986900	2.07e-183	12137.2642119333
chr3L	17975643	17975986	1.25e-116	7700.43461824093
chrX	4754557	4754880	1.36e-90	5970.59843776774
chr3R	19537814	19538126	2.14e-85	5625.32554537599
chr3R	28452363	28453094	1.92e-170	11275.7333963981
chrX	9396359	9396717	6.52e-152	10044.5639691685
chr3R	25369118	25369834	5.69e-149	9849.1771497137
chrX	9642005	9642629	5.15e-142	9386.98434083419
chr2L	4053707	4054300	6.51e-116	7652.82002927086
chrX	12157713	12158077	1.14e-93	6175.00558000269
chr3R	7583301	7583580	7.28e-57	3729.71925916311
chr2R	14082695	14083078	8.83e-155	10235.1288253933
chr2L	7171987	7172307	4.72e-94	6200.4490811965
chr3L	15149053	15149492	1.63e-188	12476.3521974874
chr2L	18250787	18251265	1.06e-128	8502.45463761588
chr3R	11017577	11018002	7.43e-79	5190.77914570676
chr2L	10628322	10629218	9.41e-77	5051.08537166746
chrX	14984301	14984842	2.13e-75	4961.07507372202
chrX	4718155	4718788	4.12e-184	12183.8425024373
chr3R	11606639	11606813	1.09e-69	4581.77420824452
chr2L	16229957	16230113	2.53e-60	3959.53096616644
chr3L	2288386	2289092	3.59e-104	6872.73076048475
chr3L	22046432	22046926	2.02e-149	9879.0586169048
chr3L	21259001	21259262	2.46e-98	6485.00589966794
chr3R	19522139	19522436	2.52e-84	5554.17072473626
chr2R	14540627	14541078	6.2e-80	5262.43958750979
chr2R	17942984	17943299	3.5e-41	2687.83393936649
chr2L	14950911	14951408	2.91e-137	9071.2625969287
chr3L	2031731	2032083	7.37e-127	8380.06406862749
chr3L	15708034	15708606	3.34e-121	8004.26902757343
chr3L	14362076	14362419	1.16e-90	5975.1880746902
chrX	9433422	9433974	9.1e-68	4454.10487814059
chr2R	24635711	24635821	4.21e-49	3214.01312832378
chr3L	1064643	1065201	7.72e-146	9641.05802012123
chr2L	16105847	16106367	2.17e-93	6156.4323556371
chr3L	2582202	2582426	6.55e-80	5260.85505368678
chr3R	18358510	18358971	1.23e-211	14012.5633941134
chrX	15537842	15538516	9.54e-158	10432.2129945195
