chr2L	1038175	1038328	0.0135	124.217935649972	chr2L	1008378	1048053	FBgn0031294
chr2L	4754071	4754179	1.19e-08	526.489263711314	chr2L	4734592	4794044	FBgn0031627
chr2L	4755326	4755536	0.00186	181.409633266576	chr2L	4734592	4794044	FBgn0031627
chr2L	4766297	4766831	1.38e-07	455.776567944162	chr2L	4734592	4794044	FBgn0031627
chr2L	8464396	8464552	1.65e-07	450.620612794809	chr2L	8464488	8466694	FBgn0285971
chr2L	9711203	9711425	1.5e-09	586.247807065302	chr2L	9708921	9711271	FBgn0032138
chr2L	9721066	9721310	0.0824	72.0242370473246	chr2L	9711512	9746495	FBgn0028704
chr2L	13851130	13851538	0.0577	82.3056974180793	chr2L	13835564	13898712	FBgn0028509
chr2R	5106633	5106846	0.0824	72.0242370473246	chr2R	5116990	5128321	FBgn0026238
chr2R	10620523	10620719	0.0031	166.670321383251	chr2R	10617662	10641807	FBgn0033538
chr2R	13127237	13127500	0.0423	91.26397052859	chr2R	13127915	13129052	FBgn0033793
chr2R	15360298	15360567	0.00119	194.296454222577	chr2R	15340472	15368300	FBgn0034013
chr2R	16586288	16586488	0.00563	149.452987247132	chr2R	16586129	16586732	FBgn0003274
chr2R	20274239	20274871	2.78e-11	701.322483216244	chr2R	20271653	20274499	FBgn0034494
chr2R	24903221	24903420	0.00133	191.087160778712	chr2R	24903416	24903935	FBgn0066084
chr3L	1683420	1683576	0.0981	66.9920610666042	chr3L	1674709	1715541	FBgn0035260
chr3L	1701295	1701902	0.000489	219.957558287439	chr3L	1674709	1715541	FBgn0035260
chr3L	3919726	3919956	0.0295	101.662824706005	chr3L	3909973	3935617	FBgn0004910
chr3L	3921414	3921688	1.11e-10	661.374425445965	chr3L	3909973	3935617	FBgn0004910
chr3L	3927790	3928004	0.0277	103.479404270005	chr3L	3909973	3935617	FBgn0004910
chr3L	4079808	4079983	0.000659	211.348678286322	chr3L	4074077	4088744	FBgn0004516
chr3L	5169188	5169478	0.0484	87.3769828454971	chr3L	5155821	5277944	FBgn0052423
chr3L	5190006	5190277	0.0831	71.7801542555821	chr3L	5155821	5277944	FBgn0052423
chr3L	5243533	5243756	0.0949	67.9489620505668	chr3L	5155821	5277944	FBgn0052423
chr3L	5243844	5244163	0.0734	75.3615225341247	chr3L	5155821	5277944	FBgn0052423
chr3L	5279812	5280023	0.0387	93.8304524681008	chr3L	5155821	5277944	FBgn0052423
chr3L	8766819	8767014	0.0537	84.3786820312807	chr3L	8753619	8798719	FBgn0266084
chr3L	13469699	13470549	8.05e-07	404.890157619686	chr3L	13465552	13474787	FBgn0036369
chr3L	22750426	22750602	0.0793	73.1307064769094	chr3L	22749444	22787631	FBgn0052451
chr3L	24311414	24311549	0.0014	189.607149149837	chr3L	24074180	24299205	FBgn0011288
chr3R	4298996	4299165	0.0262	105.08578756024	chr3R	4280221	4304604	FBgn0041605
chr3R	7198318	7198548	0.0106	131.195838499725	chr3R	7186994	7200941	FBgn0086372
chr3R	12622482	12622985	0.00788	139.751773099609	chr3R	12623762	12627829	FBgn0005671
chr3R	15114597	15114814	0.054	84.2179356499724	chr3R	15095957	15131926	FBgn0261859
chr3R	16585118	16585626	1.15e-07	461.037256060838	chr3R	16574543	16583663	FBgn0020907
chr3R	21280199	21280387	0.0727	75.6380165125971	chr3R	21276664	21293998	FBgn0038880
chr3R	21283610	21283899	6.92e-05	276.377368731496	chr3R	21276664	21293998	FBgn0038880
chr3R	26957012	26957385	0.000215	243.667514394694	chr3R	26949692	26958491	FBgn0039464
chr4	1146013	1146209	0.0708	76.402136589329	chr4	1137830	1162158	FBgn0052017
chrX	1749028	1749542	9.81e-07	399.18487055534	chrX	1735945	1754065	FBgn0025391
chrX	10387977	10388080	0.0794	73.0943436481298	chrX	10385960	10409817	FBgn0000711
chrX	10390551	10390670	0.0241	107.49646086639	chrX	10385960	10409817	FBgn0000711
chrX	13353887	13354251	0.000247	239.66402675479	chrX	13359248	13368179	FBgn0261085
chrX	14746602	14747083	0.023	108.844446572101	chrX	14686038	14749376	FBgn0015774
chrX	19721473	19721698	0.00462	155.157828660415	chrX	19718923	19730199	FBgn0031064
